"Kingdom","Phylum_division","Subphylum","Superclass","Class","Order","Family","Genus","Latin"
"animalia","arthropoda",NA,NA,"malacostraca","isopoda","janiridae","jaera","unknown (jaera genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","brachycentrus","unknown (brachycentrus genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","ecdyonurus","ecdyonurus insignis"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","leuctra","leuctra geniculata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","glossosomatidae","glossosoma","glossosoma boltoni"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium variegatum"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis liebenauae"
"animalia","arthropoda",NA,NA,"insecta","diptera","therevidae","thereva","thereva plebeja"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","chloroperlidae","chloroperla","unknown (chloroperla genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","ecdyonurus","ecdyonurus helveticus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","glossosomatidae","glossosoma","glossosoma bifidum"
"animalia","arthropoda",NA,NA,"insecta","diptera","blephariceridae","liponeura","liponeura cordata"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","nemoura","nemoura mortoni"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","rhithrogena","rhithrogena hybrida"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium argenteostriatum"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","rhithrogena","rhithrogena alpestris"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","rhithrogena","rhithrogena diaphana"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","phryganeidae","agrypnia","agrypnia varia"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus marmoratus"
"animalia","arthropoda",NA,NA,"insecta","lepidoptera","crambidae","cataclysta","cataclysta lemnata"
"animalia","arthropoda",NA,NA,"insecta","odonata","coenagrionidae","enallagma","enallagma cyathigerum"
"animalia","arthropoda",NA,NA,"insecta","odonata","coenagrionidae","erythromma","erythromma najas"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium morsitans"
"animalia","arthropoda",NA,NA,"insecta","diptera","culicidae","anopheles","anopheles plumbeus"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium trifasciatum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","porhydrus","porhydrus lineatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium noelleri"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","hydrachnidae","unknown (hydrachnidae family)","unknown (hydrachnidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","enochrus","enochrus testaceus"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","dictyogenus","dictyogenus alpinum"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","glossosomatidae","glossosoma","unknown (glossosoma genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche tenuis"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","piscicolidae","unknown (piscicolidae family)","unknown (piscicolidae family)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","psammoryctides","psammoryctides barbatus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","caenis","caenis lactea"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlidae","perla","perla burmeisteriana"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemerellidae","serratella","unknown (serratella genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","polycentropus","unknown (polycentropus genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","centroptilum","unknown (centroptilum genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","caenis","caenis beskidensis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","phryganeidae","agrypnia","agrypnia pagetana"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","ceraclea","ceraclea fulva"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hygrotus","hygrotus inaequalis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","orthotrichia","orthotrichia costalis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","phryganeidae","phryganea","unknown (phryganea genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","helochares","helochares obscurus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","limnebius","unknown (limnebius genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","rhantus","rhantus exsoletus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","colymbetes","colymbetes fuscus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","dytiscus","dytiscus dimidiatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","suphrodytes","suphrodytes dorsalis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","scirtidae","microcara","unknown (microcara genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","holocentropus","holocentropus picicornis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","oecetis","oecetis furva"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","ylodes","ylodes detruncatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","cymbiodyta","cymbiodyta marginella"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","enochrus","enochrus bicolor"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","enochrus","enochrus quadripunctatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","helophoridae","helophorus","helophorus flavipes"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hydroporus","hydroporus striola"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","rhantus","rhantus frontalis"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","sigara hellensii"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","acilius","acilius canaliculatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hydroporus","hydroporus tristis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hydroporus","hydroporus umbrosus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus extricatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dryopidae","dryops","dryops luridus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","haliplus","haliplus heydeni"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrochidae","hydrochus","hydrochus angustatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","laccobius","laccobius bipunctatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","limnebius","limnebius truncatellus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","enochrus","enochrus affinis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","hydraena","hydraena riparia"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hydroporus","hydroporus incognitus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","goeridae","lithax","lithax obscurus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","enochrus","enochrus coarctatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hygrotus","hygrotus decoratus"
"animalia","arthropoda",NA,NA,"insecta","diptera","athericidae","atherix","unknown (atherix genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","ceraclea","ceraclea nigronervosa"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","choroterpes","choroterpes picteti"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","agabus","agabus paludosus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","sericostomatidae","notidobia","notidobia ciliaris"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","anisus","anisus septemgyratus"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","hippeutis","hippeutis complanatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","procladius","procladius choreus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","stenochironomus","unknown (stenochironomus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","microtendipes","microtendipes rydalensis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","limnophyes","unknown (limnophyes genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","tvetenia","tvetenia discoloripes"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","cardiocladius","cardiocladius fuscus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","tvetenia","tvetenia verralli"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","hesperocorixa","hesperocorixa linnaei"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","notonectidae","notonecta","notonecta maculata"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","sigara limitata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","philopotamidae","philopotamus","unknown (philopotamus genus)"
"animalia","nematomorpha","unknown (nematomorpha phylum)","unknown (nematomorpha phylum)","unknown (nematomorpha phylum)","unknown (nematomorpha phylum)","unknown (nematomorpha phylum)","unknown (nematomorpha phylum)","unknown (nematomorpha phylum)"
"animalia","arthropoda",NA,NA,"insecta","odonata","coenagrionidae","pyrrhosoma","pyrrhosoma nymphula"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","gerridae","aquarius","aquarius najas"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","sigara distincta"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","dicrotendipes","dicrotendipes notatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","ilybius","ilybius ater"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paratanytarsus","paratanytarsus lauterborni"
"animalia","arthropoda",NA,NA,"insecta","diptera","muscidae","lispe","unknown (lispe genus)"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","sphaerium","sphaerium nucleus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","chironomus","chironomus luridus"
"animalia","arthropoda",NA,NA,"insecta","lepidoptera","crambidae","unknown (crambidae family)","unknown (crambidae family)"
"animalia","mollusca",NA,NA,"gastropoda","littorinimorpha","bythinellidae","bythinella","unknown (bythinella genus)"
"animalia","porifera","unknown (porifera phylum)","unknown (porifera phylum)","demospongiae","spongillida","spongillidae","spongilla","spongilla lacustris"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","corynoneura","corynoneura carriana"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","cricotopus","cricotopus sylvestris"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","nanocladius","nanocladius bicolor"
"animalia","porifera","unknown (porifera phylum)","unknown (porifera phylum)","demospongiae","spongillida","spongillidae","ephydatia","unknown (ephydatia genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","labiobaetis","labiobaetis tricolor"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","prosimulium","prosimulium tomosvaryi"
"animalia","arthropoda",NA,NA,"insecta","diptera","limoniidae","antocha","unknown (antocha genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","limnodrilus","limnodrilus udekemianus"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","erpobdellidae","dina","dina lineata"
"animalia","arthropoda",NA,NA,"insecta","diptera","dixidae","dixella","dixella aestivalis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","hydatophylax","hydatophylax infumatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium aureum"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium urbanum"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","corixa","corixa punctata"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","hesperocorixa","hesperocorixa castanea"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","agabus","agabus sturmii"
"animalia","arthropoda",NA,NA,"insecta","diptera","limoniidae","molophilus","unknown (molophilus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","tinodes","tinodes unicolor"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","potamothrix","potamothrix moldaviensis"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","crangonidae","crangon","crangon crangon"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","gammarus","gammarus zaddachi"
"animalia","arthropoda",NA,NA,"malacostraca","mysida","mysidae","neomysis","neomysis integer"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","chloroperlidae","siphonoperla","unknown (siphonoperla genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hygrotus","hygrotus confluens"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","glossiphonia","glossiphonia verrucata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","philopotamidae","wormaldia","unknown (wormaldia genus)"
"animalia","mollusca",NA,NA,"bivalvia","unionoida","margaritiferidae","margaritifera","margaritifera margaritifera"
"animalia","arthropoda",NA,NA,"insecta","odonata","aeshnidae","aeshna","aeshna grandis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","ceraclea","ceraclea albimacula"
"animalia","arthropoda",NA,NA,"insecta","zygoptera","lestidae","lestes","lestes sponsa"
"animalia","arthropoda",NA,NA,"insecta","zygoptera","lestidae","lestes","unknown (lestes genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","stratiomyidae","beris","beris clavipes"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","corixa","unknown (corixa genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","phryganeidae","agrypnia","unknown (agrypnia genus)"
"animalia","arthropoda",NA,NA,"arachnida","trombidiformes","halacaridae","unknown (halacaridae family)","unknown (halacaridae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","heterotrissocladius","unknown (heterotrissocladius genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","unknown (trichoptera order)","unknown (trichoptera order)","unknown (trichoptera order)"
"animalia","arthropoda",NA,NA,"insecta","diptera","culicidae","anopheles","unknown (anopheles genus)"
"animalia","arthropoda",NA,NA,"branchiopoda","diplostraca","eurycercidae","eurycercus","eurycercus lamellatus"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","gammarus","gammarus lacustris"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","branchiura","unknown (branchiura genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","cyrnus","cyrnus insolutus"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","sigara dorsalis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","potamophylax","potamophylax nigricornis"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","enchytraeidae","unknown (enchytraeidae family)","unknown (enchytraeidae family)"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","euglesa","euglesa ponderosa"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","ampullaceana","ampullaceana lagotis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","hydrobius","unknown (hydrobius genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","scirtidae","hydrocyphon","unknown (hydrocyphon genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","chrysomelidae","plateumaris","unknown (plateumaris genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","rhantus","rhantus suturalis"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","libellula","unknown (libellula genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus auricula"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","phryganeidae","phryganea","phryganea bipunctata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","philopotamidae","philopotamus","philopotamus montanus"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","spirosperma","unknown (spirosperma genus)"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","erpobdellidae","dina","unknown (dina genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","prosimulium","unknown (prosimulium genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","stenelmis","unknown (stenelmis genus)"
"animalia","arthropoda",NA,NA,"insecta","hymenoptera","ichneumonidae","agriotypus","agriotypus armatus"
"animalia","arthropoda",NA,NA,"insecta","odonata","corduliidae","cordulia","cordulia aenea"
"animalia","arthropoda",NA,NA,"insecta","odonata","aeshnidae","anax","unknown (anax genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","conchapelopia","conchapelopia melanops"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","aulodrilus","aulodrilus pluriseta"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","limnodrilus","limnodrilus claparedeianus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paralauterborniella","paralauterborniella nigrohalteralis"
"animalia","arthropoda",NA,NA,"insecta","odonata","aeshnidae","anax","anax imperator"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","notonectidae","notonecta","notonecta lutea"
"animalia","arthropoda",NA,NA,"insecta","odonata","coenagrionidae","coenagrion","coenagrion scitulum"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus nigriceps"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrochidae","hydrochus","hydrochus elongatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium angustitarse"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","melampophylax","melampophylax mucoreus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","agabus","agabus biguttatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","tipulidae","tipula","tipula lateralis"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","anisus","anisus spirorbis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hydaticus","unknown (hydaticus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","pseudopsilopteryx","pseudopsilopteryx zimmeri"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis nexus"
"animalia","mollusca",NA,NA,"gastropoda","littorinimorpha","bithyniidae","bithynia","bithynia transsilvanica"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","pisidium","pisidium crassum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","hydraena","hydraena palustris"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","hydrochara","hydrochara caraboides"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","callicorixa","unknown (callicorixa genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","helochares","unknown (helochares genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","sympetrum","sympetrum sanguineum"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","cambaridae","orconectes","unknown (orconectes genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","philopotamidae","wormaldia","wormaldia occipitalis"
"animalia","arthropoda",NA,NA,"insecta","diptera","thaumaleidae","unknown (thaumaleidae family)","unknown (thaumaleidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","ochthebius","ochthebius melanescens"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","astacidae","astacus","unknown (astacus genus)"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","unknown (decapoda order)","unknown (decapoda order)","unknown (decapoda order)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus sparsus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","holocentropus","holocentropus stagnalis"
"animalia","ectoprocta","Missing Subphylum 12","Missing Superclass 22","phylactolaemata","plumatellida","plumatellidae","plumatella","plumatella emarginata"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","robackia","robackia demeijerei"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","libellula","libellula quadrimaculata"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","cryptochironomus","cryptochironomus obreptans"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","enoicyla","enoicyla pusilla"
"animalia","arthropoda",NA,NA,"insecta","diptera","stratiomyidae","oplodontha","unknown (oplodontha genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","odontomesa","odontomesa fulva"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","macropelopia","macropelopia nebulosa"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","sericostomatidae","oecismus","oecismus monedula"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","plectrocnemia","plectrocnemia geniculata"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","endochironomus","endochironomus albipennis"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","stagnicola","stagnicola fuscus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","baetis","baetis nubecularis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hydroporus","hydroporus discretus"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","omphiscola","omphiscola glabra"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","crangonyctidae","crangonyx","crangonyx pseudogracilis"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","sphaerium","sphaerium ovale"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","physidae","physella","physella heterostropha"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","hydroptila","hydroptila forcipata"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","veliidae","velia","velia saulii"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","scirtidae","odeles","odeles marginata"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","hydraena","hydraena melas"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","unknown (plecoptera order)","unknown (plecoptera order)","unknown (plecoptera order)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","grammotaulius","grammotaulius nigropunctatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","hydroptila","hydroptila angulata"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","paracorixa","paracorixa concinna"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","peltodytes","peltodytes caesus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","prodiamesa","prodiamesa rufovittata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","agraylea","agraylea pallicornis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hydroporus","hydroporus nigrita"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hydroporus","hydroporus planus"
"animalia","mollusca",NA,NA,"gastropoda","stylommatophora","succineidae","succinea","unknown (succinea genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","hydraena","hydraena excisa"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus binotatus"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","segmentina","segmentina nitida"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","spercheidae","spercheus","spercheus emarginatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","polypedilum","polypedilum bicrenatum"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","chironomus","chironomus alpestris"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","unknown (amphipoda order)","unknown (amphipoda order)","unknown (amphipoda order)"
"animalia","arthropoda",NA,NA,"maxillopoda","arguloida","argulidae","argulus","unknown (argulus genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","corduliidae","somatochlora","unknown (somatochlora genus)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","gerridae","limnoporus","limnoporus rufoscutellatus"
"animalia","arthropoda",NA,NA,"insecta","odonata","aeshnidae","aeshna","aeshna isosceles"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","hydrometridae","hydrometra","hydrometra gracilenta"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","branchiura","branchiura sowerbyi"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","pettancylus","pettancylus clessiniana"
"animalia","ectoprocta","Missing Subphylum 12","Missing Superclass 22","phylactolaemata","plumatellida","pectinatellidae","pectinatella","pectinatella magnifica"
"animalia","arthropoda",NA,NA,"malacostraca","isopoda","janiridae","jaera","jaera istri"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","brachycercus","unknown (brachycercus genus)"
"animalia","ectoprocta","Missing Subphylum 12","Missing Superclass 22","phylactolaemata","plumatellida","cristatellidae","cristatella","cristatella mucedo"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","gerridae","gerris","gerris argentatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","dicrotendipes","unknown (dicrotendipes genus)"
"animalia","annelida",NA,NA,"polychaeta","terebellida","ampharetidae","hypania","hypania invalida"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","parachironomus","parachironomus frequens"
"animalia","mollusca",NA,NA,"bivalvia","unionoida","unionidae","unio","unknown (unio genus)"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","erpobdellidae","erpobdella","erpobdella testacea"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","haliplus","haliplus flavicollis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","colymbetes","unknown (colymbetes genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hygrotus","hygrotus versicolor"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","rhantus","rhantus latitans"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","leuctra","leuctra moselyi"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","holocentropus","holocentropus dubius"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus hirsutus"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","orthetrum","orthetrum brunneum"
"animalia","arthropoda",NA,NA,"insecta","lepidoptera","crambidae","nymphula","nymphula nitidulata"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","cymatia","cymatia coleoptrata"
